nohup: ignoring input
[2026-08-25 11:40:58] 🚀 Auto-switch daemon started. Monitoring XĂNG (3 Seeds: 42, 123, 777)...
[2026-08-25 11:40:58] Status: XĂNG 963/987 completed (97.57%) | 24 jobs remaining
[2026-08-26 14:36:54] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:36:54] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:37:54] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:37:54] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:38:54] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:38:54] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:39:54] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:39:54] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:40:54] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:40:54] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:41:54] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:41:54] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:42:54] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:42:54] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:43:55] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:43:55] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:44:55] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:44:55] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:45:55] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:45:55] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:46:55] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:46:55] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:47:55] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:47:55] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:48:55] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:48:55] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:49:55] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:49:55] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:50:55] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:50:55] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:51:55] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:51:55] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:52:56] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:52:56] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:53:56] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:53:56] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:54:56] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:54:56] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:55:56] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:55:56] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:56:56] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:56:56] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:57:56] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:57:56] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:58:56] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:58:56] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 14:59:56] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 14:59:56] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 15:00:56] Status: XĂNG 983/987 completed (99.59%) | 4 jobs remaining
[2026-08-26 15:00:56] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123), ('GUMNet_Fusion', 60, 777)]
[2026-08-26 15:01:57] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:01:57] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:02:57] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:02:57] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:03:57] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:03:57] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:04:57] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:04:57] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:05:57] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:05:57] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:06:57] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:06:57] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:07:57] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:07:57] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:08:57] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:08:57] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:09:57] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:09:57] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:10:58] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:10:58] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:11:58] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:11:58] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:12:58] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:12:58] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:13:58] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:13:58] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:14:58] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:14:58] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:15:58] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:15:58] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:16:58] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:16:58] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:17:58] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:17:58] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:18:58] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:18:58] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:19:58] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:19:58] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:20:59] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:20:59] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:21:59] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:21:59] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:22:59] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:22:59] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:23:59] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:23:59] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:24:59] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:24:59] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:25:59] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:25:59] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:26:59] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:26:59] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:27:59] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:27:59] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:28:59] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:28:59] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:30:00] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:30:00] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:31:00] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:31:00] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:32:00] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:32:00] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:33:00] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:33:00] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:34:00] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:34:00] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:35:00] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:35:00] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:36:00] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:36:00] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:37:00] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:37:00] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:38:00] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:38:00] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:39:00] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:39:00] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:40:01] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:40:01] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:41:01] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:41:01] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:42:01] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:42:01] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:43:01] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:43:01] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:44:01] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:44:01] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:45:01] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:45:01] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:46:01] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:46:01] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:47:01] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:47:01] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:48:01] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:48:01] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:49:01] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:49:01] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:50:02] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:50:02] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:51:02] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:51:02] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:52:02] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:52:02] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:53:02] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:53:02] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:54:02] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:54:02] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:55:02] Status: XĂNG 984/987 completed (99.70%) | 3 jobs remaining
[2026-08-26 15:55:02] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777), ('GUMNet_Fusion', 60, 123)]
[2026-08-26 15:56:02] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-26 15:56:02] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-26 15:57:02] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-26 15:57:02] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-26 15:58:02] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-26 15:58:02] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-26 15:59:02] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-26 15:59:02] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-26 16:00:03] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-26 16:00:03] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-26 16:01:03] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-26 16:01:03] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-26 16:02:03] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-26 16:02:03] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-26 16:03:03] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-26 16:03:03] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-26 16:04:03] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-26 16:04:03] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-26 16:05:03] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-26 16:05:03] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-26 16:06:03] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-26 16:06:03] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-26 16:07:03] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-26 16:07:03] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-26 16:08:03] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-26 16:08:03] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-26 16:09:04] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-26 16:09:04] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-26 16:10:04] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-26 16:10:04] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-26 16:11:04] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-26 16:11:04] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-26 16:12:04] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-26 16:12:04] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-26 16:13:04] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-26 16:13:04] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-26 16:14:04] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-26 16:14:04] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-26 16:15:04] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
